uniprot_id,label_original,label_recovered,label_used_for_experiments,label_source_tag
Q9LZV7,Other,,Other,original
Q9LZW4,CAMK,,CAMK,original
Q9M0E5,Other,,Other,original
Q9M0G7,Other,Atypical,Atypical,name_regex
Q9M1K2,Other,,Other,original
Q9M1L7,Other,,Other,original
Q9M2S4,Other,,Other,original
Q9M345,Other,,Other,original
Q9M394,Other,,Other,original
Q9M3G7,Other,Atypical,Atypical,name_regex
Q9M6A7,Other,,Other,original
Q9M8L4,Other,,Other,original
Q9M8T0,TK,,TK,original
Q9M9C5,TK,,TK,original
Q9M9E0,Other,,Other,original
Q9MA15,Other,,Other,original
Q9MB58,Other,,Other,original
Q9MYP4,CAMK,,CAMK,original
Q9N1F0,Other,,Other,original
Q9N3Z3,CAMK,,CAMK,original
Q9NAH6,AGC,,AGC,original
Q9NB31,STE,,STE,original
Q9NI63,Other,TK,TK,name_regex
Q9NIV1,CMGC,,CMGC,original
Q9NJP9,Other,,Other,original
Q9NJU9,CAMK,,CAMK,original
Q9NLA1,Other,,Other,original
Q9NPI5,Other,,Other,original
Q9NRA0,Atypical,,Atypical,original
Q9NRH2,CAMK,,CAMK,original
Q9NRM7,AGC,,AGC,original
Q9NRW4,CMGC,,CMGC,original
Q9NS73,CMGC,,CMGC,original
Q9NSY1,Other,,Other,original
Q9NVD7,Other,Atypical,Atypical,name_regex
Q9NVF9,Other,,Other,original
Q9NWT1,STE,,STE,original
Q9NWW6,Other,,Other,original
Q9NWZ5,Other,,Other,original
Q9NYA1,CAMK,,CAMK,original
Q9NYY8,Atypical,,Atypical,original
Q9NZJ5,TK,,TK,original
Q9P2D0,TK,,TK,original
Q9P7I2,CAMK,,CAMK,original
Q9P7J8,AGC,,AGC,original
Q9P7Y9,Other,TK,TK,name_regex
Q9QNF7,Other,,Other,original
Q9QWI6,TK,,TK,original
Q9QXL7,Other,,Other,original
Q9QY01,Other,,Other,original
Q9QY17,Other,TK,TK,name_regex
Q9QYP6,Other,,Other,original
Q9R011,Other,,Other,original
Q9R088,Atypical,,Atypical,original
Q9R0A5,Other,,Other,original
Q9R0G8,STE,,STE,original
Q9R0T8,Other,,Other,original
Q9RE09,Other,,Other,original
Q9RRH3,Other,,Other,original
Q9S1H5,Other,,Other,original
Q9S713,Other,,Other,original
Q9S750,Other,,Other,original
Q9S7D9,Other,,Other,original
Q9S7I6,Other,,Other,original
Q9S7U9,STE,,STE,original
Q9S9M2,Other,,Other,original
Q9SA25,Other,,Other,original
Q9SAJ2,Other,TK,TK,name_regex
Q9SBA5,Other,,Other,original
Q9SBJ1,Atypical,,Atypical,original
Q9SCL7,Other,TK,TK,mapping
Q9SCR2,CMGC,,CMGC,original
Q9SCU5,TK,,TK,original
Q9SCY5,Other,,Other,original
Q9SCZ4,Other,TK,TK,name_regex
Q9SEE5,CAMK,,CAMK,original
Q9SH71,Other,,Other,original
Q9SHI2,Other,,Other,original
Q9SII6,TK,,TK,original
Q9SIQ7,CAMK,,CAMK,original
Q9SIT1,Other,,Other,original
Q9SJ05,Other,,Other,original
Q9SKB2,Other,TK,TK,name_regex
Q9SND6,CMGC,,CMGC,original
Q9SPK4,CK1,,CK1,original
Q9SSA4,Other,,Other,original
Q9SSL9,Other,,Other,original
Q9SWI1,Other,,Other,original
Q9SXA1,Other,,Other,original
Q9SXB8,Other,,Other,original
Q9SXL4,Histidine,,Histidine,original
Q9SYM0,Other,,Other,original
Q9TVL3,CMGC,,CMGC,original
Q9TW45,CAMK,,CAMK,original
Q9TXI7,Atypical,,Atypical,original
Q9TZC4,TKL,,TKL,original
Q9TZM3,TKL,,TKL,original
Q9U2H1,Other,CMGC,CMGC,name_regex
Q9U9Y8,CMGC,,CMGC,original
Q9UBU7,Other,,Other,original
Q9UEE5,CAMK,,CAMK,original
Q9UF33,Other,Histidine,Histidine,name_regex
Q9UFP1,Other,,Other,original
Q9UGJ0,CAMK,,CAMK,original
Q9UGK3,Other,,Other,original
Q9UHD2,Other,,Other,original
Q9UHJ6,Other,Histidine,Histidine,name_regex
Q9UIG0,Other,AGC,AGC,name_regex
Q9UJ70,Other,,Other,original
Q9UJT2,Other,,Other,original
Q9UJY1,Other,,Other,original
Q9UKA4,Other,,Other,original
Q9UKE5,STE,,STE,original
Q9ULH0,Other,,Other,original
Q9ULU4,Other,AGC,AGC,name_regex
Q9ULX6,Other,,Other,original
Q9UNA1,Other,TKL,TKL,name_regex
Q9UPE1,CMGC,,CMGC,original
Q9UPQ8,Other,,Other,original
Q9UPZ9,CMGC,,CMGC,original
Q9UQF2,CMGC,,CMGC,original
Q9UQY9,Other,,Other,original
Q9URY1,Other,,Other,original
Q9UTE5,Other,RGC,RGC,mapping
Q9UU96,Other,TK,TK,name_regex
Q9UYB9,Other,,Other,original
Q9V3D5,CMGC,,CMGC,original
Q9V3I5,Other,,Other,original
Q9V3Q6,TKL,,TKL,original
Q9V422,Other,TK,TK,name_regex
Q9V6K3,TK,,TK,original
Q9V853,Other,,Other,original
Q9V9J3,TK,,TK,original
Q9VA38,AGC,,AGC,original
Q9VBW3,TK,,TK,original
Q9VEZ5,Other,,Other,original
Q9VGU6,Atypical,,Atypical,original
Q9VI13,STE,,STE,original
Q9VK45,Other,TK,TK,name_regex
Q9VKN7,Other,,Other,original
Q9VLL3,Other,,Other,original
Q9VM90,Other,,Other,original
Q9VP22,CMGC,,CMGC,original
Q9VPC0,CMGC,,CMGC,original
Q9VR59,Histidine,,Histidine,original
Q9VVW5,Other,TK,TK,mapping
Q9VWQ2,Other,AGC,AGC,name_regex
Q9VXE5,STE,,STE,original
Q9VXG8,Other,Atypical,Atypical,mapping
Q9VXY2,Other,,Other,original
Q9VZI2,Other,,Other,original
Q9W0V1,AGC,,AGC,original
Q9W1B0,AGC,,AGC,original
Q9W2R3,Other,TK,TK,name_regex
Q9W354,Other,,Other,original
Q9W3Y1,Other,AGC,AGC,name_regex
Q9W4E2,Other,,Other,original
Q9WTR2,STE,,STE,original
Q9WUM7,CMGC,,CMGC,original
Q9WVS4,CMGC,,CMGC,original
Q9WYC5,Other,,Other,original
Q9WZP7,Other,TK,TK,name_regex
Q9X2A4,Other,TK,TK,mapping
Q9XDM4,Other,,Other,original
Q9XEC6,Other,,Other,original
Q9XF67,AGC,,AGC,original
Q9XI87,Other,,Other,original
Q9XIW0,CAMK,,CAMK,original
Q9XTF3,CMGC,,CMGC,original
Q9XTR1,CMGC,,CMGC,original
Q9XTW2,Other,AGC,AGC,name_regex
Q9XTY6,Other,AGC,AGC,name_regex
Q9XZT6,Other,,Other,original
Q9Y1J3,AGC,,AGC,original
Q9Y259,Other,,Other,original
Q9Y2D5,Other,,Other,original
Q9Y2I7,Other,,Other,original
Q9Y2K2,CAMK,,CAMK,original
Q9Y3D8,Other,,Other,original
Q9Y3F4,Other,,Other,original
Q9Y3S1,Other,,Other,original
Q9Y4B6,Other,,Other,original
Q9Y572,TKL,,TKL,original
Q9Y6E0,STE,,STE,original
Q9Y6J8,Atypical,,Atypical,original
Q9Y6K8,Other,,Other,original
Q9Y6R4,CMGC,,CMGC,original
Q9Y6T7,CAMK,,CAMK,original
Q9Y7J6,AGC,,AGC,original
Q9Y7K2,Other,TK,TK,name_regex
Q9Y7T4,Other,,Other,original
Q9Y7W4,CMGC,,CMGC,original
Q9Y884,STE,,STE,original
Q9Y899,CAMK,,CAMK,original
Q9YI66,Other,TK,TK,mapping
Q9Z0R0,Other,,Other,original
Q9Z138,TK,,TK,original
Q9Z1H9,Other,AGC,AGC,name_regex
Q9Z1J2,Other,,Other,original
Q9Z1S0,Other,,Other,original
Q9Z1W9,STE,,STE,original
Q9Z265,CAMK,,CAMK,original
Q9ZKJ5,Other,AGC,AGC,name_regex
Q9ZNQ8,CMGC,,CMGC,original
Q9ZPS9,Other,,Other,original
Q9ZPY9,Other,,Other,original
Q9ZQ31,Other,TK,TK,name_regex
Q9ZRF9,TK,,TK,original
Q9ZU46,Other,,Other,original
Q9ZUE0,CMGC,,CMGC,original
Q9ZUZ2,CAMK,,CAMK,original
Q9ZWC8,Other,,Other,original
S8GI44,Other,,Other,original
U4PR86,CAMK,,CAMK,original
V6CIV8,Other,TK,TK,mapping
W0T9X4,Other,,Other,original
X2JDY8,Other,TKL,TKL,name_regex
X5M5N0,Other,,Other,original
A0A061AE05,Other,,Other,original
A0A085GHR3,Other,TK,TK,name_regex
A0A0H3MBJ2,Other,,Other,original
A0A1D6F5N5,Other,,Other,original
A0A1H7TQR5,Other,,Other,original
A0A1L8F8I9,Other,,Other,original
A0A509AIU5,TK,,TK,original
A0A509ALV6,CAMK,,CAMK,original
A0A7J6KD88,STE,,STE,original
A0JM20,Other,TK,TK,mapping
A0KYQ6,AGC,,AGC,original
A0L7X0,Other,,Other,original
A1A697,TK,,TK,original
A1TYR4,Other,,Other,original
A1W0D6,Other,,Other,original
A2C536,Other,,Other,original
A2CI35,Other,TK,TK,name_regex
A2E9H3,Other,,Other,original
A2X4M8,Other,,Other,original
A2Z4C5,Other,,Other,original
A3BE68,TK,,TK,original
A3CXS0,TK,,TK,original
A3DM02,CMGC,,CMGC,original
A3MUZ0,AGC,,AGC,original
A3PF80,Other,,Other,original
A3R064,TK,,TK,original
A4IFM7,CAMK,,CAMK,original
A4IT50,Other,,Other,original
A5D7R8,Other,,Other,original
A5EWS4,Other,,Other,original
A5FVE7,Other,,Other,original
A5GVR3,Other,,Other,original
A5UMH5,TK,,TK,original
A6Q4Z6,Other,,Other,original
A6W0Z9,Other,,Other,original
A7HUC7,Other,,Other,original
A7Z050,Histidine,,Histidine,original
A7ZE26,Other,,Other,original
A8DZJ1,Other,AGC,AGC,name_regex
A8I5B0,Other,,Other,original
A8WU31,CK1,,CK1,original
A8WWX1,STE,,STE,original
A8X0C4,CAMK,,CAMK,original
A8X4H1,CMGC,,CMGC,original
A8X6H4,CAMK,,CAMK,original
A8XNJ6,AGC,,AGC,original
A8XQD5,CAMK,,CAMK,original
A8XSC1,Other,,Other,original
A8XWC4,CAMK,,CAMK,original
A8XZJ0,Atypical,,Atypical,original
A9HDB1,Other,,Other,original
A9KDJ2,Other,,Other,original
A9S5R3,STE,,STE,original
B0C6S1,Other,,Other,original
B0T663,Other,,Other,original
B1WAR9,AGC,,AGC,original
B2BW43,Other,,Other,original
B2USX2,Other,,Other,original
B3DL84,Other,,Other,original
B3E5M9,Other,,Other,original
B4MXR8,Other,,Other,original
B5X564,CMGC,,CMGC,original
B7GDS0,Other,,Other,original
B7MMH5,Other,TK,TK,mapping
B7XIB8,Other,,Other,original
B8CVJ1,Other,,Other,original
B8FB71,Other,,Other,original
C0LGD6,TK,,TK,original
C0LGD7,TK,,TK,original
C0LGD8,TK,,TK,original
C0LGD9,TK,,TK,original
C0LGE4,TK,,TK,original
C0LGG4,TK,,TK,original
C0LGG7,TK,,TK,original
C0LGG8,TK,,TK,original
C0LGH3,TK,,TK,original
C0LGI2,TK,,TK,original
C0LGK4,TK,,TK,original
C0LGK9,TK,,TK,original
C0LGP4,TK,,TK,original
C0LGQ7,TK,,TK,original
C0LGT1,TK,,TK,original
C0LGT5,TK,,TK,original
C0LGU1,TK,,TK,original
C0LGV0,TK,,TK,original
C3JXY0,Other,,Other,original
D2I3C6,CAMK,,CAMK,original
D4GYE6,Other,,Other,original
D4GYI5,Other,,Other,original
D4GYY1,Atypical,,Atypical,original
E1BMN8,CMGC,,CMGC,original
E1BPN0,Other,TK,TK,name_regex
E1BTE1,Other,,Other,original
E5KK10,Histidine,,Histidine,original
E8MF12,Other,,Other,original
E9P974,Atypical,,Atypical,original
F1NBT0,STE,,STE,original
F4HQ20,TK,,TK,original
F4HQ22,TK,,TK,original
F4I3V3,TK,,TK,original
F4J4C8,Other,,Other,original
F4J6F6,TK,,TK,original
F4JQ95,Other,,Other,original
F4KA50,TK,,TK,original
F5HGH5,Other,,Other,original
F9UPU7,TK,,TK,original
G4N7X0,CMGC,,CMGC,original
G4NDR3,CK1,,CK1,original
G4NH08,CMGC,,CMGC,original
G9LZD7,TK,,TK,original
J9VH94,AGC,,AGC,original
K7VCB9,Other,TK,TK,name_regex
O01991,CAMK,,CAMK,original
O02108,TK,,TK,original
O04567,TK,,TK,original
O07777,Histidine,,Histidine,original
O08542,CMGC,,CMGC,original
O14002,Histidine,,Histidine,original
O14047,Other,,Other,original
O14159,Other,,Other,original
O14328,Other,,Other,original
O22808,Other,,Other,original
O22834,TK,,TK,original
O22938,Other,TK,TK,name_regex
O25153,Histidine,,Histidine,original
O26153,Other,,Other,original
O27476,TK,,TK,original
O28471,Atypical,,Atypical,original
O30297,Other,,Other,original
O31502,Other,,Other,original
O31620,Other,TK,TK,name_regex
O31671,Histidine,,Histidine,original
O34757,Histidine,,Histidine,original
O35817,Other,,Other,original
O42565,TKL,,TKL,original
O42626,Other,,Other,original
O42650,Atypical,,Atypical,original
O43066,Other,,Other,original
O43077,Other,,Other,original
O48837,Other,,Other,original
O49445,TK,,TK,original
O49717,CAMK,,CAMK,original
O52788,Other,TK,TK,name_regex
O53637,Other,,Other,original
O57936,Other,TK,TK,name_regex
O58231,Other,STE,STE,name_regex
O59697,Other,,Other,original
O59722,Other,,Other,original
O59771,Other,,Other,original
O60145,Other,,Other,original
O64477,Other,,Other,original
O64774,Other,,Other,original
O64781,Other,,Other,original
O64793,Other,,Other,original
O64798,Other,,Other,original
O64842,TK,,TK,original
O65238,Other,,Other,original
O65405,Other,,Other,original
O65468,Other,,Other,original
O65482,Other,,Other,original
O65530,CMGC,,CMGC,original
O65924,Other,,Other,original
O66490,Other,,Other,original
O67883,Other,,Other,original
O74215,Atypical,,Atypical,original
O74427,Other,,Other,original
O74453,Other,Histidine,Histidine,name_regex
O74526,TK,,TK,original
O74960,TK,,TK,original
O74962,Other,,Other,original
O77617,CMGC,,CMGC,original
O77618,Other,CMGC,CMGC,name_regex
O80902,CAMK,,CAMK,original
O81832,Other,,Other,original
O81906,Other,,Other,original
O82359,Atypical,,Atypical,original
O85501,Other,,Other,original
O86560,TK,,TK,original
O88425,Other,,Other,original
O94265,Other,TK,TK,name_regex
O94324,Other,,Other,original
O94647,Atypical,,Atypical,original
O96907,Other,,Other,original
P00551,TK,,TK,original
P00552,TK,,TK,original
P00553,Other,TK,TK,name_regex
P06855,Other,TK,TK,name_regex
P08077,Other,,Other,original
P09251,Other,,Other,original
P0A208,TK,,TK,original
P0AFW4,Other,,Other,original
P0AG40,Other,,Other,original
P0C661,CMGC,,CMGC,original
P0C8M8,TK,,TK,original
P0CP60,Other,Atypical,Atypical,mapping
P0CP66,CMGC,,CMGC,original
P0CP70,Other,,Other,original
P0CP72,Other,,Other,original
P0CS76,CMGC,,CMGC,original
P0CW23,Other,,Other,original
P0CY23,STE,,STE,original
P0DOA0,Histidine,,Histidine,original
P0DP15,CAMK,,CAMK,original
P0DPS9,Other,,Other,original
P0DTQ2,Other,TK,TK,mapping
P0DW53,Other,TK,TK,name_regex
P10772,Other,,Other,original
P11553,Other,,Other,original
P12965,Other,,Other,original
P15054,TK,,TK,original
P16497,Histidine,,Histidine,original
P16527,CAMK,,CAMK,original
P16641,Other,,Other,original
P16911,AGC,,AGC,original
P17801,Other,,Other,original
P18294,Other,,Other,original
P19638,Other,,Other,original
P20048,Other,,Other,original
P22209,Other,,Other,original
P23524,Other,,Other,original
P23917,AGC,,AGC,original
P24275,CAMK,,CAMK,original
P24381,Other,,Other,original
P24521,Other,,Other,original
P24719,CAMK,,CAMK,original
P25390,STE,,STE,original
P25848,Other,,Other,original
P26460,Atypical,,Atypical,original
P28604,Other,TKL,TKL,mapping
P30662,Atypical,,Atypical,original
P31103,Other,,Other,original
P31748,AGC,,AGC,original
P32190,Other,,Other,original
P32264,Other,,Other,original
P32581,Other,,Other,original
P32718,AGC,,AGC,original
P33306,Other,,Other,original
P33543,Other,,Other,original
P33973,Other,,Other,original
P34038,Other,,Other,original
P34101,CAMK,,CAMK,original
P34649,Atypical,,Atypical,original
P34891,Other,TK,TK,name_regex
P34892,Other,TK,TK,name_regex
P35164,Histidine,,Histidine,original
P35202,Other,,Other,original
P36002,Other,,Other,original
P36004,CAMK,,CAMK,original
P36174,TK,,TK,original
P36590,Other,,Other,original
P37306,Other,,Other,original
P37569,Other,TK,TK,name_regex
P38134,Other,TK,TK,name_regex
P38622,CAMK,,CAMK,original
P38938,Other,AGC,AGC,name_regex
P39593,Other,TK,TK,name_regex
P39610,Other,,Other,original
P39764,Histidine,,Histidine,original
P39988,Other,,Other,original
P40192,Other,,Other,original
P40232,Other,,Other,original
P40386,TK,,TK,original
P40433,Other,,Other,original
P40758,Histidine,,Histidine,original
P41676,TK,,TK,original
P41888,Other,,Other,original
P42159,TK,,TK,original
P42826,Other,,Other,original
P42938,TK,,TK,original
P43568,CMGC,,CMGC,original
P45416,Other,,Other,original
P45543,Other,,Other,original
P46086,Other,,Other,original
P48479,CAMK,,CAMK,original
P49605,AGC,,AGC,original
P51566,CMGC,,CMGC,original
P52794,CMGC,,CMGC,original
P53233,TK,,TK,original
P53666,TKL,,TKL,original
P53727,Other,,Other,original
P54119,CMGC,,CMGC,original
P54302,Histidine,,Histidine,original
P54495,AGC,,AGC,original
P54677,Other,,Other,original
P54736,Other,,Other,original
P54737,Other,,Other,original
P54738,Other,,Other,original
P54742,Other,,Other,original
P54838,Atypical,,Atypical,original
P54889,TK,,TK,original
P54898,Atypical,,Atypical,original
P55205,RGC,,RGC,original
P56073,Other,,Other,original
P57058,CAMK,,CAMK,original
P60495,Other,,Other,original
P61422,Other,TK,TK,name_regex
P68251,Other,AGC,AGC,name_regex
P72292,Histidine,,Histidine,original
P72339,Other,TKL,TKL,mapping
P73302,Other,,Other,original
P73955,Other,,Other,original
P74653,Other,,Other,original
P76016,Other,TK,TK,name_regex
P78031,Other,,Other,original
P78789,CAMK,,CAMK,original
P79727,CMGC,,CMGC,original
P83099,AGC,,AGC,original
P83102,CMGC,,CMGC,original
P85285,Other,,Other,original
P87170,CAMK,,CAMK,original
P87248,Other,,Other,original
P87253,AGC,,AGC,original
P91309,Histidine,,Histidine,original
P91622,Atypical,,Atypical,original
P93050,TK,,TK,original
P93604,TK,,TK,original
P93756,Other,,Other,original
P93759,CAMK,,CAMK,original
P94417,Other,,Other,original
P94438,Histidine,,Histidine,original
P9WGK7,Histidine,,Histidine,original
P9WHV9,Other,,Other,original
P9WP28,Other,,Other,original
Q01917,CMGC,,CMGC,original
Q02332,TK,,TK,original
Q03228,Histidine,,Histidine,original
Q03306,Other,AGC,AGC,name_regex
Q03764,Other,,Other,original
Q04770,CMGC,,CMGC,original
Q04795,Other,,Other,original
Q05101,Other,,Other,original
Q06137,Other,,Other,original
Q06667,Other,,Other,original
Q06892,Atypical,,Atypical,original
Q07637,Other,,Other,original
Q08732,Other,,Other,original
Q08DZ2,CMGC,,CMGC,original
Q09178,Other,TK,TK,mapping
Q09527,Other,,Other,original
Q09780,Other,,Other,original
Q09831,Other,,Other,original
Q0A4T7,Other,,Other,original
Q0BUU1,Other,,Other,original
Q0C190,Other,,Other,original
Q0D598,TK,,TK,original
Q0J035,Other,,Other,original
Q0J0B2,Other,,Other,original
Q0KHT7,Other,,Other,original
Q0P8I9,Other,,Other,original
Q0P8J6,Other,,Other,original
Q0P8J9,CMGC,,CMGC,original
Q0PKV7,STE,,STE,original
Q0UY20,Other,,Other,original
Q10056,STE,,STE,original
Q10078,Other,,Other,original
Q10366,Other,,Other,original
Q110U9,Other,,Other,original
Q12084,Other,,Other,original
Q12222,Other,,Other,original
Q12310,Other,,Other,original
Q12471,Other,,Other,original
Q12657,Other,,Other,original
Q16975,AGC,,AGC,original
Q16W24,Other,,Other,original
Q17833,Other,TK,TK,name_regex
Q18846,AGC,,AGC,original
Q1DB00,Other,TK,TK,name_regex
Q1DN93,Other,,Other,original
Q1EBD3,Other,,Other,original
Q1EBK0,CMGC,,CMGC,original
Q1H3A0,Other,,Other,original
Q1IJZ0,Other,,Other,original
Q1L6Q1,Other,TK,TK,name_regex
Q1LX51,Other,,Other,original
Q1M667,Histidine,,Histidine,original
Q1PEM5,CMGC,,CMGC,original
Q1ZXD6,TK,,TK,original
Q20443,Other,,Other,original
Q20845,Other,,Other,original
Q21038,Other,TK,TK,name_regex
Q21041,Other,TK,TK,name_regex
Q26671,CMGC,,CMGC,original
Q27686,Other,,Other,original
Q28034,AGC,,AGC,original
Q2FV31,TK,,TK,original
Q2FWH7,Histidine,,Histidine,original
Q2G0P7,Other,TK,TK,name_regex
Q2GYV9,CMGC,,CMGC,original
Q2HGY8,Other,,Other,original
Q2JJ30,Other,,Other,original
Q2L1P5,Other,,Other,original
Q2NIA4,TK,,TK,original
Q2NWD9,Other,,Other,original
Q2QVG8,CAMK,,CAMK,original
Q2QWK9,TK,,TK,original
Q2RY67,Other,,Other,original
Q2TBL8,CMGC,,CMGC,original
Q2U639,Other,Atypical,Atypical,mapping
Q30T22,Other,,Other,original
Q31IC2,Other,,Other,original
Q31KC7,TK,,TK,original
Q31P38,Other,,Other,original
Q336M2,CMGC,,CMGC,original
Q39017,Other,,Other,original
Q39202,Other,,Other,original
Q3E936,TK,,TK,original
Q3E9X6,Other,,Other,original
Q3ECH2,TK,,TK,original
Q3EDL4,TK,,TK,original
Q3IHX7,Other,,Other,original
Q3MEJ8,Other,,Other,original
Q3UHL1,CAMK,,CAMK,original
Q3XZZ9,TK,,TK,original
Q45338,Other,,Other,original
Q45614,Histidine,,Histidine,original
Q45FA5,CMGC,,CMGC,original
Q49GP5,Other,,Other,original
Q4E409,Other,TK,TK,name_regex
Q4IB89,Other,Atypical,Atypical,mapping
Q4P5N0,STE,,STE,original
Q4P9T2,CMGC,,CMGC,original
Q4PCS5,Atypical,,Atypical,original
Q4V862,CMGC,,CMGC,original
Q4WP25,Other,,Other,original
Q4WTN5,CMGC,,CMGC,original
Q4WVM7,Other,Atypical,Atypical,mapping
Q52WX2,Other,,Other,original
Q54520,Other,TK,TK,name_regex
Q54B33,STE,,STE,original
Q54BF0,CAMK,,CAMK,original
Q54EY4,STE,,STE,original
Q54H45,TK,,TK,original
Q54IE8,TK,,TK,original
Q54JG7,STE,,STE,original
Q54LR6,TK,,TK,original
Q54M18,Atypical,,Atypical,original
Q54M77,TK,,TK,original
Q54MY9,TK,,TK,original
Q54P47,TK,,TK,original
Q54PB4,CAMK,,CAMK,original
Q54PK9,AGC,,AGC,original
Q54Q69,TK,,TK,original
Q54QI2,STE,,STE,original
Q54QJ9,Atypical,,Atypical,original
Q54RV3,STE,,STE,original
Q54S77,TK,,TK,original
Q54SF9,Other,TK,TK,name_regex
Q54SJ5,CAMK,,CAMK,original
Q54T05,Atypical,,Atypical,original
Q54UL8,TK,,TK,original
Q54UT2,Other,,Other,original
Q54VD8,Atypical,,Atypical,original
Q54W07,Other,,Other,original
Q54W86,CAMK,,CAMK,original
Q54WE5,CMGC,,CMGC,original
Q54WS5,TK,,TK,original
Q54XS3,TK,,TK,original
Q54Y26,TK,,TK,original
Q54Y32,Other,TK,TK,mapping
Q54YH4,Histidine,,Histidine,original
Q54YL2,Other,,Other,original
Q55074,Other,,Other,original
Q550K8,TK,,TK,original
Q556Q3,TK,,TK,original
Q556S2,STE,,STE,original
Q557G1,TK,,TK,original
Q55CY9,TK,,TK,original
Q55DJ8,TK,,TK,original
Q55EK9,Other,,Other,original
Q55EL3,Other,,Other,original
Q55GN6,TK,,TK,original
Q57688,Other,TK,TK,name_regex
Q57900,Other,TK,TK,name_regex
Q57BR6,Histidine,,Histidine,original
Q59229,Other,,Other,original
Q59263,Other,,Other,original
Q59S66,Other,,Other,original
Q5A3P6,AGC,,AGC,original
Q5A961,Other,,Other,original
Q5ABX0,Other,Atypical,Atypical,mapping
Q5AGC7,Other,,Other,original
Q5B4Z3,Other,,Other,original
Q5BHE2,Other,Atypical,Atypical,mapping
Q5F5C8,Other,,Other,original
Q5FQ97,Other,,Other,original
Q5FS52,Other,,Other,original
Q5JD03,CMGC,,CMGC,original
Q5JDG9,CAMK,,CAMK,original
Q5JLS2,CAMK,,CAMK,original
Q5MAI5,CMGC,,CMGC,original
Q5RFW2,STE,,STE,original
Q5SJ35,TK,,TK,original
Q5SML4,TK,,TK,original
Q5VJL3,TK,,TK,original
Q5VK71,Other,,Other,original
Q5VRN0,Other,,Other,original
Q5VVH5,TKL,,TKL,original
Q5Z754,CMGC,,CMGC,original
Q61IS6,Other,,Other,original
Q62270,TK,,TK,original
Q64649,CAMK,,CAMK,original
Q66KH9,CMGC,,CMGC,original
Q67T51,Other,TK,TK,name_regex
Q67X31,CMGC,,CMGC,original
Q696W0,CAMK,,CAMK,original
Q69IM9,CAMK,,CAMK,original
Q69JN6,Other,,Other,original
Q69Q47,CAMK,,CAMK,original
Q6BHA8,Other,,Other,original
Q6BM25,CMGC,,CMGC,original
Q6BS08,Other,,Other,original
Q6BV76,Other,Atypical,Atypical,mapping
Q6C2A3,Other,,Other,original
Q6C2X0,AGC,,AGC,original
Q6C3J2,Other,,Other,original
Q6C7U0,Other,,Other,original
Q6CAD2,Other,Atypical,Atypical,mapping
Q6CR51,CMGC,,CMGC,original
Q6CRA9,CMGC,,CMGC,original
Q6DGQ8,Other,,Other,original
Q6DHU8,STE,,STE,original
Q6EX42,Other,,Other,original
Q6FN53,STE,,STE,original
Q6FP74,STE,,STE,original
Q6FQ83,CMGC,,CMGC,original
Q6FTW0,Other,,Other,original
Q6FX42,Other,Atypical,Atypical,mapping
Q6GPK9,STE,,STE,original
Q6GPW6,Atypical,,Atypical,original
Q6I587,CAMK,,CAMK,original
Q6I5Y0,CMGC,,CMGC,original
Q6J9G1,TK,,TK,original
Q6K7H2,Other,,Other,original
Q6KZ25,Other,STE,STE,name_regex
Q6L243,TK,,TK,original
Q6L5D4,CMGC,,CMGC,original
Q6LX63,Other,,Other,original
Q6M056,TK,,TK,original
Q6NMK6,TK,,TK,original
Q6NRT0,CK1,,CK1,original
Q6P3R8,Other,,Other,original
Q6P431,CAMK,,CAMK,original
Q6R2J8,Other,,Other,original
Q6R2K1,Other,,Other,original
Q6R2K2,Other,,Other,original
Q6UWH4,Other,,Other,original
Q6XHA5,TK,,TK,original
Q6XHA7,TK,,TK,original
Q6YY75,Other,,Other,original
Q6Z8C8,CMGC,,CMGC,original
Q704D0,Other,,Other,original
Q74ZL1,Atypical,,Atypical,original
Q751J3,Other,Atypical,Atypical,mapping
Q755C4,Other,,Other,original
Q75D46,CMGC,,CMGC,original
Q75DB8,Other,Atypical,Atypical,mapping
Q7F8Q9,Other,,Other,original
Q7JYV7,Other,,Other,original
Q7M9U1,Other,,Other,original
Q7NJM6,Other,,Other,original
Q7RZT9,Other,Atypical,Atypical,mapping
Q7SY52,STE,,STE,original
Q7TMC8,Other,,Other,original
Q7TSC3,Other,,Other,original
Q7UMW2,Other,TKL,TKL,mapping
Q7UN00,Other,,Other,original
Q7V583,Other,,Other,original
Q7V9S8,Other,,Other,original
Q7VFZ3,Other,,Other,original
Q7VQQ6,Other,,Other,original
Q7VYK4,Other,,Other,original
Q7WGU8,Other,,Other,original
Q7WY62,Histidine,,Histidine,original
Q7WZY5,Histidine,,Histidine,original
Q7XMI0,Other,,Other,original
Q7XUF4,CMGC,,CMGC,original
Q7ZUS1,CK1,,CK1,original
Q80ZW0,Other,,Other,original
Q83XD3,Other,,Other,original
Q84M95,TK,,TK,original
Q84R36,Other,,Other,original
Q84SN3,CMGC,,CMGC,original
Q84V18,Other,,Other,original
Q84VX4,Other,,Other,original
Q869W6,CAMK,,CAMK,original
Q86AE1,TK,,TK,original
Q86CZ2,Histidine,,Histidine,original
Q86HN7,TK,,TK,original
Q86IX1,STE,,STE,original
Q86YV6,AGC,,AGC,original
Q871M9,CMGC,,CMGC,original
Q87DG7,Other,TKL,TKL,mapping
